CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
DLGUA5995,"POZO No. 3, SALVATIERRA",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SALVATIERRA,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.217638,-100.87777
DLGUA5996,"POZO DE LA HUERTA, YURIRIA",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,YURIRIA,ACUÍFERO CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.2151,-101.1317
DLGUA5997,"POZO No. 2 DIF, SANTIAGO MARAVATIO",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SANTIAGO MARAVATIO,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1718,-100.9961
DLGUA5998,"POZO BARRIO DE LA CRUZ, SANTIAGO MARAVATIO",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SANTIAGO MARAVATIO,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1762,-100.9872
DLGUA5999,"POZO CONALEP, MOROLEON",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, MOROLEON,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1205,-101.188
DLGUA6000,"POZO EL JINETE, MOROLEON",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, MOROLEON,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1182,-101.2042
DLGUA6001,"POZO PLACITA, MOROLEON",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, MOROLEON,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1353,-101.2008
DLGUA6002,"POZO SMAPAU, URIANGATO",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, URIANGATO,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1431,-101.1823
DLGUA6003,"POZO LA JOYA, URIANGATO",,1122,CIENEGA PRIETA-MOROLEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, URIANGATO,CIENEGA PRIETA-MOROLEON,SUBTERRÁNEO,POZO,20.1241,-101.1744
DLGUA6004,POZO No. 2 JERECUARO,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, JERECUARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.1467,-100.511
DLGUA6005,"POZO No. 3, JERECUARO",,1116,VALLE DE LA CUEVITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, JERECUARO,VALLE DE LA CUEVITA,SUBTERRÁNEO,POZO,20.1618,-100.5094
DLGUA6006,"POZO BODO, CORONEO",,1116,VALLE DE LA CUEVITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CORONEO,VALLE DE LA CUEVITA,SUBTERRÁNEO,POZO,20.1989,-100.3745
DLGUA6007,"POZO EL CALVARIO, CORONEO",,1116,VALLE DE LA CUEVITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CORONEO,VALLE DE LA CUEVITA,SUBTERRÁNEO,POZO,20.2103,-100.3649
DLGUA6008,"POZO DE LOS OLIVOS, PURISIMA DEL RINCON",,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, PURISIMA DEL RINCON,RIO TURBIO,SUBTERRÁNEO,POZO,21.0508,-101.8761
DLGUA6009,"POZO No. 3, PURISIMA DEL RINCON",,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, PURISIMA DEL RINCON,RIO TURBIO,SUBTERRÁNEO,POZO,21.0447,-101.8766
DLGUA6010,"POZO DIF, PURISIMA DEL RINCON",,1114,RIO TURBIO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, PURISIMA DEL RINCON,RIO TURBIO,SUBTERRÁNEO,POZO,21.0405,-101.8761
DLGUA6011,"POZO EJIDO DOLORES, DOLORES HIDALGO, C.I.N.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.1748,-100.9349
DLGUA6012,"POZO COL. LINDAVISTA, DOLORES HIDALGO C.I.N.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.1502,-100.9603
DLGUA6013,"POZO No. 5  EL JARDIN, DOLORES HIDALGO, C.I.N.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.1443,-100.9518
DLGUA6014,"POZO No. 8 SAN PABLO, DOLORES HIDALGO,C.I.N.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.1441,-100.9197
DLGUA6015,"POZO No. 6 LOS PINOS, DOLORES HIDALGO C.I.N.",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.15976,-100.90816
DLGUA6016,"POZO EL MORAL, ACAMBARO",,1121,LAGO DE CUITZEO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, ACAMBARO,LAGO DE CUITZEO,SUBTERRÁNEO,POZO,19.9771,-100.7522
DLGUA6017,"POZO OLLAMEL, ACAMBARO",,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.0262,-100.7191
DLGUA6018,"POZO ZARAGOZA, ACAMBARO",,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.0341,-100.7255
DLGUA6019,"POZO GUANAJUATITO, ACAMBARO",,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.0303,-100.7142
DLGUA6020,"POZO LOPEZ RAYON, ACAMBARO",,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.0369,-100.7128
DLGUA6021,POZO No. 1 DR. MORA,,1601,MARAVATIO-CONTEPEC-E. HUERTA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,MICHOACÁN DE OCAMPO,EPITACIO HUERTA,ACUÍFERO MARAVATIO-CONTEPEC-E. HUERTA,SUBTERRÁNEO,POZO,20.16149,-100.29651
DLGUA6022,POZO NO. 4 DR. MORA,,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOCTOR MORA,"DR, MORA - SAM JOSE ITURBIDE",SUBTERRÁNEO,POZO,21.13319,-100.3595
DLGUA6023,"POZO MORIZQUILLAS, DR. MORA",,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,"DR, MORA - SAM JOSE ITURBIDE",SUBTERRÁNEO,POZO,21.0902,-100.3422
DLGUA6024,"POZO UNIDAD DEPORTIVA, SAN LUIS DE LA PAZ",,1104,LAGUNA SECA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN LUIS DE LA PAZ,LAGUNA SECA,SUBTERRÁNEO,POZO,21.2918,-100.5286
DLGUA6025,EL CAPULIN SAN JOSE ITURBIDE,,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,"DR, MORA - SAM JOSE ITURBIDE",SUBTERRÁNEO,POZO,21.0458,-100.3154
DLGUA6026,"EL CAñAJO, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.8951,-100.6745
DLGUA6027,"CORRALEJO DE ARRIBA, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.8975,-100.6523
DLGUA6028,"PUENTE DEL CARMEN, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.8867,-100.6432
DLGUA6029,"EL HUITZACHAL, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.90911,-100.61833
DLGUA6030,"CERRITOS, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.8816,-100.5962
DLGUA6031,"GUADALUPE DE TAMBULA, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.8687,-100.5764
DLGUA6032,"LA TALEGA, SAN MIGUEL DE ALLENDE",,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, SAN MIGUEL DE ALLENDE,SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.9842,-100.6728
DLGUA6033,"POZO OJO SECO, CELAYA",,1118,SALVATIERRA-ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO, CELAYA,SALVATIERRA-ACAMBARO,SUBTERRÁNEO,POZO,20.382,-100.7948
DLGUA6034,POZO HOTEL ONE,,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALAMANCA,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.55367,-101.16972
DLGUA6035,POZO EL VARLOVENTO,,1119,IRAPUATO-VALLE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SALAMANCA,IRAPUATO-VALLE,SUBTERRÁNEO,POZO,20.53763,-101.16089
DLGUA6036,MUNICIPIO DE SAN JOSE ITURBIDE,,1107,SAN MIGUEL DE ALLENDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,ACUÍFERO SAN MIGUEL DE ALLENDE,SUBTERRÁNEO,POZO,20.90911,-100.61833
DLGUA6037,"MUNICIPIO DE SAN JOSE ITURBIDE (CABECERA MUNICIPAL MOCTEZUMA, COM. LA HUERTA, EL CARMEN, LOS CHAVEZ, LA COLMENA, LA DURA, GUADALUPE, PUERTO DE LOBO, RANCHITO DE LA HUERTA, RANCHO NUEVO, LAS TIENDITAS, EL VINO, LAS CAJITAS, LAS CANOAS)",,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA - SAN JOSE ITURBIDE,SUBTERRÁNEO,POZO,21.0048,-100.37932
DLGUA6038,MUNICIPIO DE SAN JOSE ITURBIDE (EL GALOMO),,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA - SAN JOSE ITURBIDE,SUBTERRÁNEO,POZO,21.05705,-100.43331
DLGUA6039,MUNICIPIO DE SAN JOSE ITURBIDE (LA CONCEPCION Y LA SOLEDAD),,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA - SAN JOSE ITURBIDE,SUBTERRÁNEO,POZO,21.06236,-100.49438
DLGUA6040,MUNICIPIO DE SAN JOSE ITURBIDE (LOS VEGA DE ARRIBA),,1106,DR. MORA-SAN JOSE DE ITURBIDE,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN JOSE ITURBIDE,ACUÍFERO DR. MORA-SAN JOSE ITURBIDE,SUBTERRÁNEO,POZO,21.06358,-100.38656
DLGUA6041,MUNICIPIO DE DOLORES HIDALGO (XOCONOXTLE EL GRANDE),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,20.939722,-100.979722
DLGUA6042,PRESIDENCIA MUNICIPAL DE DOLORES HIDALGO (EL SAUCILLO Y ANEXAS),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.02267,-100.94109
DLGUA6043,MUNICIPIO DE DOLORES HIDALGO (EL LLANITO),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,ACUÍFERO CUENCA ALTA DEL RIO LAJA,SUBTERRÁNEO,POZO,21.1225,-100.950556
DLGUA6044,MUNICIPIO DE DOLORES HIDALGO (ERRE),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.10004,-100.91549
DLGUA6045,MUNICIPIO DE DOLORES HIDALGO (SAN GABRIEL),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.129167,-100.834167
DLGUA6046,"MUNICIPIO DE DOLORES HIDALGO (COM. MESA DE LOPEZ, POTRERO DE JESUS)",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.23097,-100.77517
DLGUA6047,"MUNICIPIO DE DOLORES HIDALGO (LA CANTERA, COECILLO Y LA TRINIDAD)",,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.14837,-101.00539
DLGUA6048,MUNICIPIO DE DOLORES HIDALGO (LOS CERNA),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.16032,-101.00498
DLGUA6049,MUNICIPIO DE DOLORES HIDALGO (EL TECOLOTE),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.230556,-101.064167
DLGUA6050,MUNICIPIO DE DOLORES HIDALGO (LAS YERBAS),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.32544,-100.91378
DLGUA6051,MUNICIPIO DE DOLORES HIDALGO (SANTIAGUILLO),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.0252,-101.00276
DLGUA6052,MUNICIPIO DE DOLORES HIDALGO (COL. RIO LAJA ),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.20154,-100.92444
DLGUA6053,MUNICIPIO SAN MIGUEL DE ALLENDE (LOS GALVANES),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,21.06899,-100.80269
DLGUA6054,MUNICIPIO SAN MIGUEL DE ALLENDE (FRACC. INSURGENTES Y FRACC. FRANCISCO VILLA),,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,20.93304,-100.73978
DLGUA6055,MUNICIPIO DE SAN MIGUEL DE ALLENDE   45 B,,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,20.903194,-100.870556
DLGUA6056,MUNICIPIO DE SAN MIGUEL DE ALLENDE   1,,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,CUENCA ALTA DEL RIO DE LA LAJA,SUBTERRÁNEO,POZO,20.906667,-100.78
DLGUA6057,MUNICIPIO DE SAN MIGUEL DE ALLENDE   40,,1108,CUENCA ALTA DEL RIO LAJA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.84826,-100.8129
DLGUA6058,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE SAN MIGUEL DE ALLENDE (RANCHO DE CALDERON),,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SAN MIGUEL DE ALLENDE,VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.817556,-100.7965
DLGUA6059,MUNICIPIO DE GUANAJUATO (COM. CAÑADA DE BUSTOS),,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,GUANAJUATO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.91565,-101.31039
DLGUA6060,MUNICIPIO DE GUANAJUATO (COM. LOS NICOLASES),,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,GUANAJUATO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.859167,-101.317222
DLGUA6062,MUNICIPIO DE GUANAJUATO   50,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,GUANAJUATO,SILAO - ROMITA,SUBTERRÁNEO,POZO,21.106667,-101.396111
DLGUA6063,MUNICIPIO DE SILAO  1,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,21.0275,-101.464694
DLGUA6064,MUNICIPIO DE SILAO  12,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,21.06281,-101.4007
DLGUA6065,MUNICIPIO DE SILAO  37,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.819722,-101.422778
DLGUA6066,MUNICIPIO DE SILAO  44,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.88091,-101.3493
DLGUA6067,MUNICIPIO DE SILAO  47,,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.943833,-101.446861
DLGUA6068,MUNICIPIO DE SILAO (CERRITOS),,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.93145,-101.39565
DLGUA6069,MUNICIPIO DE SILAO (LA ESPERANZA),,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,VALLE DE LEON,SUBTERRÁNEO,POZO,21.01395,-101.52707
DLGUA6070,PRESIDENCIA MUNICIPAL DE SILAO (COMUNIDAD SAN JUAN DE LOS DURAN),,1110,SILAO-ROMITA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,SILAO,SILAO - ROMITA,SUBTERRÁNEO,POZO,20.918556,-101.448056
DLGUA6071,MUNICIPIO DE ACAMBARO  11,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.08294,-100.83165
DLGUA6072,MUNICIPIO DE ACAMBARO  4,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.069444,-100.756944
DLGUA6073,MUNICIPIO DE ACAMBARO  15,,1115,VALLE DE CELAYA,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,TARIMORO,ACUÍFERO VALLE DE CELAYA,SUBTERRÁNEO,POZO,20.4135,-100.67483
DLGUA6074,MUNICIPIO DE ACAMBARO  20-A,,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.116389,-100.719
DLGUA6075,MUNICIPIO DE ACAMBARO (SAN VICENTE MUNGUIA),,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.11496,-100.60056
DLGUA6076,MUNICIPIO DE ACAMBARO (SANTA INES),,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.044722,-100.5925
DLGUA6077,MUNICIPIO DE ACAMBARO (PURISIMA DE CONCEPCION),,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.078056,-100.660556
DLGUA6078,"MUNICIPIO DE ACAMBARO (LOS ORGANOS, ""LOS ORGANOS DE ABAJO Y ORGANOS DE ARRIBA"")",,1117,VALLE DE ACAMBARO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,SUBTERRÁNEO,POZO,20.055833,-100.813056
DLGUA6079,MUNICIPIO DE LEON (COM. OJO DE AGUA DE LOS REYES),,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.189722,-101.616667
DLGUA6080,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  26,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.147611,-101.636139
DLGUA6081,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  28,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.181222,-101.649972
DLGUA6082,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  33,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.15475,-101.6935
DLGUA6083,PRESIDENCIA MUNICIPAL DE LEON (COM. SAN JOSE EL ALTO)   1,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.080833,-101.617778
DLGUA6084,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  12,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.066972,-101.624833
DLGUA6085,MUNICIPIO DE LEON (COM. LA MORA),,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.066111,-101.762778
DLGUA6086,SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LEON  63,,1113,VALLE DE LEON,LERMA SANTIAGO PACÍFICO,GUANAJUATO,GUANAJUATO,LEON,VALLE DE LEON,SUBTERRÁNEO,POZO,21.037722,-101.692806
